word_chinese	word_english	test_option_1	test_option_2	test_option_3
逛商店時行竊	shoplift	shoplift	simplicity	sniff
短期的	short-term	short-term	simulate	snore
使勁猛推	shove	shove	simulation	snorkel
碎片；破布條	shred	shred	simultaneous	snort(
敏捷的，機靈的	shrewd	shrewd	sincerity	soak
尖聲叫喊	shriek	shriek	sinister	soar
神龕	shrine	shrine	sit-down	sober
灌木叢	shrub	shrub	sit-in	so-called
發抖	shudder	shudder	situated	socialism
拖曳	shuffle	shuffle	skeleton	socialist
避開，躲開	shun	shun	skeptical	socialize
百葉窗	shutter	shutter	skilled	sociology
副作用	side-effect	side-effect	skipper(	sodium
從旁邊	sideways	sideways	skirt	soften
圍攻	siege	siege	skull	sole
表示；意味	signify	signify	slack	solely
矽	silicon	silicon	slam	solemn
蠶 	silkworm	silkworm	slap	solicitor
慢慢燒滾；(危機等)處於醞釀中。	simmer	simmer	slash	solidarity
單純	simplicity	simplicity	slate	solitary
模擬	simulate	simulate	slaughter	solo
模擬	simulation	simulation	slay	soluble
同時發生的	simultaneous	simultaneous	sled	someday
真摯，誠意	sincerity	sincerity	sleigh(	soothe
兇險的；陰險的	sinister	sinister	slick	sophisticated
靜坐罷工	sit-down	sit-down	slit	sophomore
靜坐抗議	sit-in	sit-in	sloppy	sorrowful
位於…的	situated	situated	slot	soundtrack
骨骼，骷髏	skeleton	skeleton	slum	sovereign
懷疑的	skeptical	skeptical	slump	sovereignty
有技巧的	skilled	skilled	sly	spacious
滾球，冰上溜石等遊戲)的隊長	skipper(	skipper(	smack	span
裙	skirt	skirt	smallpox	spatial
頭骨	skull	skull	smash	specialist
寬鬆的	slack	slack	smother	specialize(
猛打	slam	slam	smuggle	specially
一 巴掌	slap	slap	snare	specialty
亂砍	slash	slash	snarl	specifically
石板	slate	slate	snatch	specification
屠殺	slaughter	slaughter	sneer	specify
殺害；毀滅	slay	slay	sniff	specimen
雪橇	sled	sled	snore	spectacle
馬拉的)雪橇	sleigh(	sleigh(	snorkel	spectacular
機靈的；圓滑的	slick	slick	snort(	spectrum
裂縫	slit	slit	soak	speculate
懶散的；邋遢的	sloppy	sloppy	soar	speculation
自動售貨機投錢口	slot	slot	sober	sperm
貧民窟	slum	slum	so-called	sphere
沼地；(精神等的)消沈	slump	slump	socialism	spike
狡猾的	sly	sly	socialist	spine
用掌拍打(聲)；鞭聲	smack	smack	socialize	spiral
天花	smallpox	smallpox	sociology	spire
搗爛	smash	smash	sodium	splendor
悶死，扼殺	smother	smother	soften	sponge
走私	smuggle	smuggle	sole	sponsorship
圈套，誘惑	snare	snare	solely	spontaneous
咆哮	snarl	snarl	solemn	sporting
抓住；攫取	snatch	snatch	solicitor	spotlight
鄙視；冷語	sneer	sneer	solidarity	spouse
嗅，蔑視	sniff	sniff	solitary	sprain
鼾聲，打鼾	snore	snore	solo	sprawl
水下呼吸管	snorkel	snorkel	soluble	spring
表示不同意、輕蔑、驚愕、焦躁等時)哼鼻子	snort(	snort(	someday	sprint
浸，泡	soak	soak	soothe	spur
高飛，(物價)飛漲	soar	soar	sophisticated	squad
清醒的	sober	sober	sophomore	squash
所謂的	so-called	so-called	sorrowful	squat
社會主義	socialism	socialism	soundtrack	stability
社會主義者	socialist	socialist	sovereign	stabilize
使社會化	socialize	socialize	sovereignty	stack
社會學	sociology	sociology	spacious	stagger
鈉	sodium	sodium	span	staggering
使軟化	soften	soften	spatial	stain
腳底，單一的	sole	sole	specialist	stainless
單獨；單只	solely	solely	specialize(	stale
嚴肅的，莊嚴的	solemn	solemn	specially	stalk
掮客，推銷員	solicitor	solicitor	specialty	stall
團結一致	solidarity	solidarity	specifically	stammer
孤獨的；寂寞的solitude孤獨，獨居	solitary	solitary	specification	stance
單獨表演	solo	solo	specify	standpoint
能解釋的，能解決的	soluble	soluble	specimen	stand-up
改日	someday	someday	spectacle	stanza(
撫慰	soothe	soothe	spectacular	staple
世故深的，(技術、產品等)尖端的，精致的	sophisticated	sophisticated	spectrum	stapler
大學[中學]二年級學生	sophomore	sophomore	speculate	starch
悲傷的	sorrowful	sorrowful	speculation	stark
音軌，聲帶	soundtrack	soundtrack	sperm	starter
君主，元首	sovereign	sovereign	sphere	startle(
主權	sovereignty	sovereignty	spike	startling
寬敞的	spacious	spacious	spine	statesman
全長，從一頭到一頭	span	span	spiral	static
空間的	spatial	spatial	spire	stationary
專家	specialist	specialist	splendor	statistic
使)專門化	specialize(	specialize(	sponge	statistical
特別地	specially	specially	sponsorship	statistician
專長	specialty	specialty	spontaneous	statistics
明確地；尤其	specifically	specifically	sporting	stature
規格	specification	specification	spotlight	statutory
詳細說明	specify	specify	spouse	steamer
標本	specimen	specimen	sprain	steep
景象，壯觀，〔pl.〕眼鏡	spectacle	spectacle	sprawl	stepchild
壯觀的；驚人的	spectacular	spectacular	spring	stereotype
光譜	spectrum	spectrum	sprint	sterling
沈思	speculate	speculate	spur	stern
沈思(n.)	speculation	speculation	squad	stew
精子；精液	sperm	sperm	squash	steward(
球體，行星	sphere	sphere	squat	stick
長釘	spike	spike	stability	still
脊柱	spine	spine	stabilize	stimulating
螺旋形的	spiral	spiral	stack	stimulation
尖塔	spire	spire	stagger	stimulus
"燦爛, 光輝"	splendor	splendor	staggering	stink
海綿	sponge	sponge	stain	stoop.
贊助	sponsorship	sponsorship	stainless	storage
自發的，本能的，自動的	spontaneous	spontaneous	stale	stout
運動的	sporting	sporting	stalk	straighten
聚光燈	spotlight	spotlight	stall	straightforward
配偶	spouse	spouse	stammer	strain
扭傷	sprain	sprain	stance	strained
懶散(或拙笨地)伸開(手足)。	sprawl	sprawl	standpoint	strait
春季，水源，跳躍	spring	spring	stand-up	strangle
全速奔跑	sprint	sprint	stanza(	strap
馬刺，鼓舞，刺激	spur	spur	staple	strategic
小組，小隊	squad	squad	stapler	stray
壓扁；壓碎	squash	squash	starch	streak
蹲；坐	squat	squat	stark	stride
穩定	stability	stability	starter	striker
使穩定	stabilize	stabilize	startle(	striking
堆	stack	stack	startling	stripe
搖搖晃晃，猶豫	stagger	stagger	statesman	stroll
搖晃的；令人吃驚的	staggering	staggering	static	structural
弄髒，污點	stain	stain	stationary	stuck
不會髒的，無瑕疵的	stainless	stainless	statistic	stumble
腐敗了的	stale	stale	statistical	stump
莖，柄	stalk	stalk	statistician	stun
售貨攤；棚店	stall	stall	statistics	stunning
口吃	stammer	stammer	stature	stunt
站立姿勢	stance	stance	statutory	sturdy
立腳點；見地	standpoint	standpoint	steamer	stutter
站立的	stand-up	stand-up	steep	stylish
詩的)節	stanza(	stanza(	stepchild	stylistic
主要產物	staple	staple	stereotype	sub 
批發商	stapler	stapler	sterling	subjective
使僵硬	starch	starch	stern	submerge
僵硬的	stark	stark	stew	submersion
開始者；起動裝置	starter	starter	steward(	submit
使)震驚	startle(	startle(	stick	subordinate
嚇人的	startling	startling	still	subscribe
政治家	statesman	statesman	stimulating	subscription
靜止的，不活潑的	static	static	stimulation	subsequent
不動的，靜止的	stationary	stationary	stimulus	subsidiary
統計學(上)的	statistic	statistic	stink	subsidize
計學(上)的	statistical	statistical	stoop.	subsidy
統計學家	statistician	statistician	storage	substantial
統計學	statistics	statistics	stout	substantially
身材；才幹	stature	stature	straighten	substitution
法令的	statutory	statutory	straightforward	subtle
汽船，輪船	steamer	steamer	strain	subtlety
峻峭的	steep	steep	strained	suburban
夫[妻]和前妻[前夫]所生的子女	stepchild	stepchild	strait	succession
舊習，成規	stereotype	stereotype	strangle	successive
英國貨幣	sterling	sterling	strap	successor
嚴厲的	stern	stern	strategic	sue
用文火慢慢煨燉	stew	stew	stray	suffocate
輪船、飛機、旅館等的)服務員	steward(	steward(	streak	suite
棍；使固著	stick	stick	stride	sulfur
靜止的	still	still	striker	summon
刺激人的	stimulating	stimulating	striking	sunshine
刺激(作用)，激勵	stimulation	stimulation	stripe	superficial
刺激物	stimulus	stimulus	stroll	superintendent
惡臭	stink	stink	structural	superiority
彎身；彎腰	stoop.	stoop.	stuck	superpower
貯藏(量)	storage	storage	stumble	supersonic
結實的	stout	stout	stump	superstition
弄直；矯正	straighten	straighten	stun	superstitious
直接的；坦率的	straightforward	straightforward	stunning	supervise
用力拉，拉緊	strain	strain	stunt	supervision
緊張的；勉強的	strained	strained	sturdy	supplement
窄小的；海峽	strait	strait	stutter	supplementary
勒死	strangle	strangle	stylish	supplier
帶，皮[布、鐵]帶	strap	strap	stylistic	supportive
戰略(上)的	strategic	strategic	sub 	suppress
誤入歧途	stray	stray	subjective	surge
條紋	streak	streak	submerge	surgical
大踏步走	stride	stride	submersion	surpass
打擊者	striker	striker	submit	surplus
觸目的，驚人的	striking	striking	subordinate	surveillance
條紋	stripe	stripe	subscribe	susceptible
漫步	stroll	stroll	subscription	suspense
結構上的	structural	structural	subsequent	sustain
被困住的	stuck	stuck	subsidiary	swallow
絆倒；說不出話來	stumble	stumble	subsidize	swamp
樹樁	stump	stump	subsidy	swap
使目瞪口呆	stun	stun	substantial	swarm(
極好的	stunning	stunning	substantially	sway
阻礙…的發育，特技	stunt	stunt	substitution	swollen
健壯的；不屈的	sturdy	sturdy	subtle	syllabus
結結巴巴地說出	stutter	stutter	subtlety	symbolic
時髦的	stylish	stylish	suburban	symbolism
風格上的	stylistic	stylistic	succession	symmetrical
潛水艇，潛水艇	sub 	sub 	successive	symmetry
主觀的	subjective	subjective	successor	symposium
使沈入水中	submerge	submerge	sue	tablespoon
沈沒	submersion	submersion	suffocate	tableware
提交	submit	submit	suite	tabloid
次級的；從屬的	subordinate	subordinate	sulfur	taboo
訂閱	subscribe	subscribe	summon	tackle
訂閱(n.)	subscription	subscription	sunshine	taco (
其後的	subsequent	subsequent	superficial	tact
輔助的，次要的	subsidiary	subsidiary	superintendent	tactic
給…補助金	subsidize	subsidize	superiority	tactical
補助金	subsidy	subsidy	superpower	tactics
實質的	substantial	substantial	supersonic	tailor-made
實質上；大體上	substantially	substantially	superstition	takeaway
代替	substitution	substitution	superstitious	takeover
精細的；巧妙的	subtle	subtle	supervise	tally
精妙;巧妙	subtlety	subtlety	supervision	tan
郊區的	suburban	suburban	supplement	tangle(
繼承	succession	succession	supplementary	tango 
相繼的	successive	successive	supplier	tanker
繼承人	successor	successor	supportive	tar
控訴	sue	sue	suppress	tardy
使窒息	suffocate	suffocate	surge	tariff
套房	suite	suite	surgical	tart(
硫	sulfur	sulfur	surpass	tasteful
召喚	summon	summon	surplus	tasteless
陽光	sunshine	sunshine	surveillance	taunt
膚淺的	superficial	superficial	susceptible	tavern
管理人	superintendent	superintendent	suspense	taxation
優越(性)	superiority	superiority	sustain	tax-free
超級大國	superpower	superpower	swallow	taxpayer
超音速的	supersonic	supersonic	swamp	team-mate
迷信	superstition	superstition	swap	teamwork
迷信的	superstitious	superstitious	swarm(	teaspoon
監督	supervise	supervise	sway	tedious
監督(n.)	supervision	supervision	swollen	teens
補足，附錄	supplement	supplement	syllabus	teller(
追加的	supplementary	supplementary	symbolic	temperament
供應者	supplier	supplier	symbolism	tempest
支援的	supportive	supportive	symmetrical	tempo
壓制	suppress	suppress	symmetry	tempt
大浪	surge	surge	symposium	temptation
外科的	surgical	surgical	tablespoon	tempted
超過；優於，勝過。	surpass	surpass	tableware	tentative
剩餘	surplus	surplus	tabloid	terminate
監視	surveillance	surveillance	taboo	termination
易受影響的；易感染的	susceptible	susceptible	tackle	terminology
懸掛，懸而未決	suspense	suspense	taco (	termite
維持	sustain	sustain	tact	terrace
吞，咽	swallow	swallow	tactic	terrain
沼澤	swamp	swamp	tactical	terrestrial
交換	swap	swap	tactics	terrified
昆蟲的)群	swarm(	swarm(	tailor-made	terrifying
搖擺	sway	sway	takeaway	territorial
腫起的；膨脹的	swollen	swollen	takeover	terrorism
課程提綱	syllabus	syllabus	tally	terrorist
符號的；象徵的	symbolic	symbolic	tan	tertiary
象徵性	symbolism	symbolism	tangle(	testament
對稱的	symmetrical	symmetrical	tango 	testify
對稱	symmetry	symmetry	tanker	testimony
座談會，學術報告會	symposium	symposium	tar	textile
湯匙	tablespoon	tablespoon	tardy	textual
食具	tableware	tableware	tariff	texture(
藥片；小報	tabloid	tabloid	tart(	theatrical
禁忌	taboo	taboo	tasteful	theoretical
應付，處理	tackle	tackle	tasteless	therapist
墨西哥)炸玉米卷	taco (	taco (	taunt	thereafter
機敏；圓滑	tact	tact	tavern	thereby
依次排列的	tactic	tactic	taxation	thermal
戰術(上)的	tactical	tactical	tax-free	thermometer
戰術	tactics	tactics	taxpayer	thermos
縫製得講究的	tailor-made	tailor-made	team-mate	thesaurus
外帶食物	takeaway	takeaway	teamwork	thesis
接收，接管(政權等)	takeover	takeover	teaspoon	thicken
計數的簽籌，貨簽	tally	tally	tedious	thickness
曬成棕褐色	tan	tan	teens	thigh
使)纏結	tangle(	tangle(	teller(	thorn
探戈	tango 	tango 	temperament	thorny
槽；箱；貯水池，坦克	tanker	tanker	tempest	threshold
煤焦油瀝青	tar	tar	tempo	thrift
遲延的，拖拉的	tardy	tardy	tempt	thrifty
價目表	tariff	tariff	temptation	thrill
果)餡餅	tart(	tart(	tempted	thriller
美味的	tasteful	tasteful	tentative	thrive
不好吃的，乏味的tattoo紋身	tasteless	tasteless	terminate	throb
辱?，嘲弄	taunt	taunt	termination	throne
小旅館，酒館	tavern	tavern	terminology	throng
稅額(款)	taxation	taxation	termite	thrust
免稅的	tax-free	tax-free	terrace	thunderbolt
納稅人	taxpayer	taxpayer	terrain	thunderous
隊員	team-mate	team-mate	terrestrial	tick(
合作	teamwork	teamwork	terrified	tile
小茶匙	teaspoon	teaspoon	terrifying	tilt
單調沈悶的	tedious	tedious	territorial	timeless
十多歲	teens	teens	terrorism	timely
銀行的)出納員	teller(	teller(	terrorist	time-out
性情，脾氣	temperament	temperament	tertiary	timer
暴風雨，騷動	tempest	tempest	testament	timing
速度，拍子	tempo	tempo	testify	tinkle
誘惑	tempt	tempt	testimony	tint
誘惑(n.)	temptation	temptation	textile	toad
被誘惑的	tempted	tempted	textual	toady
試驗(性質)的	tentative	tentative	texture(	toddle(
終止	terminate	terminate	theatrical	toddler
終止(n.)	termination	termination	theoretical	toil
專門名詞	terminology	terminology	therapist	token
白蟻	termite	termite	thereafter	toll
臺地	terrace	terrace	thereby	tollbooth
地帶	terrain	terrain	thermal	tonic
陸生的	terrestrial	terrestrial	thermometer	tone
被嚇壞的	terrified	terrified	thermos	topical
嚇人的	terrifying	terrifying	thesaurus	topping
領土的	territorial	territorial	thesis	topple
恐怖主義	terrorism	terrorism	thicken	torment
恐怖分子	terrorist	terrorist	thickness	torrent
第三位的	tertiary	tertiary	thigh	torture
契約；誓約	testament	testament	thorn	touching
證明；證實	testify	testify	thorny	touchy
聲明，宣言，表明	testimony	testimony	threshold	tournament
紡織品(的)	textile	textile	thrift	township
本文的；按照原文的	textual	textual	thrifty	toxic
織物的)織法，結構	texture(	texture(	thrill	tract
戲院的，戲劇性的	theatrical	theatrical	thriller	tractor
理論(上)的	theoretical	theoretical	thrive	trade-in
治療學家	therapist	therapist	throb	trailer
此後	thereafter	thereafter	throne	trainee
因此	thereby	thereby	throng	trait
由熱造成的	thermal	thermal	thrust	traitor
溫度計	thermometer	thermometer	thunderbolt	traitorous
熱水瓶	thermos	thermos	thunderous	tramp
知識的寶庫；(尤指同義詞等的)辭典	thesaurus	thesaurus	tick(	trample
論點	thesis	thesis	tile	tranquil
使厚；使濃	thicken	thicken	tilt	tranquilize(
厚；濃	thickness	thickness	timeless	tranquilizer
大腿	thigh	thigh	timely	transaction
刺；荊棘	thorn	thorn	time-out	transcend
多刺的	thorny	thorny	timer	transcendent
門檻	threshold	threshold	timing	transcribe
節儉	thrift	thrift	tinkle	transcript
節約的	thrifty	thrifty	tint	transcription
一陣毛骨悚然的感覺，一陣激動的感覺	thrill	thrill	toad	transformation
驚險小說[電影，戲劇]	thriller	thriller	toady	transient
興旺，繁榮	thrive	thrive	toddle(	transistor
悸動，搏動	throb	throb	toddler	transit
王[帝]位；王權	throne	throne	toil	transition
一大群人	throng	throng	token	transmission
猛推，衝	thrust	thrust	toll	transmit
落雷；恐嚇，怒喝	thunderbolt	thunderbolt	tollbooth	transparency
轟隆轟隆響的	thunderous	thunderous	tonic	transparent
鐘錶)滴嗒滴嗒響[走]	tick(	tick(	tone	trauma
瓷磚	tile	tile	topical	traumatic
傾斜	tilt	tilt	topping	traverse
永久的，長期有效的	timeless	timeless	topple	treacherous
合時的，正好的	timely	timely	torment	tread
休息時間；不算在工作時間內的時間	time-out	time-out	torrent	treason
跑錶	timer	timer	torture	treasury
計時	timing	timing	touching	trek(
〔俚語〕電話	tinkle	tinkle	touchy	tremor
色調，色澤	tint	tint	tournament	trench
蟾蜍	toad	toad	township	trespass
拍馬屁(的人)	toady	toady	toxic	tribal
剛學走的小孩子等)蹣跚	toddle(	toddle(	tract	tribunal
剛學走的小孩子	toddler	toddler	tractor	tribute
苦役；難事	toil	toil	trade-in	trifle
象徵，代幣	token	token	trailer	trigger
稅，死傷人數	toll	toll	trainee	trillion
收費站	tollbooth	tollbooth	trait	trim
滋補的，補藥	tonic	tonic	traitor	trio
音調；語調	tone	tone	traitorous	triple
題目的	topical	topical	tramp	triumphant
上等的；頂部	topping	topping	trample	trivial
搖搖欲墜，倒塌	topple	topple	tranquil	trolley
苦惱，拷問	torment	torment	tranquilize(	trophy
急流，(感情等的)爆發	torrent	torrent	tranquilizer	tropic
拷問，折磨	torture	torture	transaction	trot
令人感動的	touching	touching	transcend	troubled
暴躁的；棘手的；過分敏感的；	touchy	touchy	transcendent	truant
錦標賽	tournament	tournament	transcribe	truce
市區	township	township	transcript	truly
有毒的；中毒的	toxic	toxic	transcription	trustee
廣闊的地面	tract	tract	transformation	tuberculosis
耕耘機；牽引車	tractor	tractor	transient	tuck
折價物	trade-in	trade-in	transistor	tug-of-war
拖車	trailer	trailer	transit	tuition
受訓練的人[動物]	trainee	trainee	transition	tumor
特色	trait	trait	transmission	tuna
賣國賊；叛徒	traitor	traitor	transmit	turbine(
出賣朋友的；不忠的	traitorous	traitorous	transparency	turbulent
踩，用沈重的腳步走	tramp	tramp	transparent	turmoil
踩(爛、碎)；摧殘；蔑視	trample	trample	trauma	turnover
平靜的；鎮靜的	tranquil	tranquil	traumatic	twig
變)鎮定，(變)安定	tranquilize(	tranquilize(	traverse	twilight
鎮靜劑	tranquilizer	tranquilizer	treacherous	two-thirds
處理；交易；業務	transaction	transaction	tread	typically
超出	transcend	transcend	treason	tyranny
卓越的	transcendent	transcendent	treasury	tyrant
抄錄，記錄	transcribe	transcribe	trek(	ulcer
謄本，抄本	transcript	transcript	tremor	ultimate
抄寫；轉錄	transcription	transcription	trench	ultimately
變化；變形transformer變壓器	transformation	transformation	trespass	ultraviolet
一時的；過渡的	transient	transient	tribal	umpire
電晶體	transistor	transistor	tribunal	unacceptable
通行；渡越	transit	transit	tribute	unanimous
演變，變遷	transition	transition	trifle	unbeaten
傳遞；傳染；移轉	transmission	transmission	trigger	uncertain
傳送，寄，送	transmit	transmit	trillion	uncertainty
透明(性)	transparency	transparency	trim	unchanged
透明的	transparent	transparent	trio	unclear
創傷；外傷症狀	trauma	trauma	triple	uncomfortable
創傷的	traumatic	traumatic	triumphant	unconditional
橫越；通過	traverse	traverse	trivial	uncover
背叛的，不忠的	treacherous	treacherous	trolley	underestimate
踩，踏	tread	tread	trophy	undergo
謀反，叛逆(罪)	treason	treason	tropic	undergraduate
寶庫	treasury	treasury	trot	underlie
坐牛車)旅行	trek(	trek(	troubled	underlying
震顫；發抖	tremor	tremor	truant	undermine
掘溝，開畦溝	trench	trench	truce	underneath
侵入	trespass	trespass	truly	understandable
部落的	tribal	tribal	trustee	underway
法官席；法庭	tribunal	tribunal	tuberculosis	underwrite
貢物	tribute	tribute	tuck	undo
瑣事	trifle	trifle	tug-of-war	undoubted
觸發，激起 	trigger	trigger	tuition	undoubtedly
兆	trillion	trillion	tumor	uneasy
整齊的，修剪	trim	trim	tuna	unemployed
三人(一組)	trio	trio	turbine(	unemployment
三重的	triple	triple	turbulent	unfair
得意洋洋的	triumphant	triumphant	turmoil	unfit
瑣細的	trivial	trivial	turnover	unfold
手推車	trolley	trolley	twig	unidentified
戰利品；紀念盃	trophy	trophy	twilight	unification
熱帶(地區)的	tropic	tropic	two-thirds	unify
快步走過	trot	trot	typically	unleash
不安的，困惑的trout鮭魚	troubled	troubled	tyranny	unload
玩忽職守者；無故曠課者	truant	truant	tyrant	unlock
休戰，中止	truce	truce	ulcer	unnecessary
確實	truly	truly	ultimate	unofficial
受託人；保管人	trustee	trustee	ultimately	unpack
結核病	tuberculosis	tuberculosis	ultraviolet	unpleasant
塞進；藏進	tuck	tuck	umpire	unpopular
拔河(遊戲)；激戰	tug-of-war	tug-of-war	unacceptable	unprecedented
學費	tuition	tuition	unanimous	unpredictable
腫瘤	tumor	tumor	unbeaten	unrest
金槍魚	tuna	tuna	uncertain	unsuccessful
渦)輪機	turbine(	turbine(	uncertainty	unusually
激流的；騷亂的	turbulent	turbulent	unchanged	unveil
騷動，喧嚷，混亂	turmoil	turmoil	unclear	unwanted
翻倒	turnover	turnover	uncomfortable	unwilling
細枝	twig	twig	unconditional	up
薄暮，黃昏；微明	twilight	twilight	uncover	upbringing
三分之二	two-thirds	two-thirds	underestimate	update
典型的	typically	typically	undergo	upgrade
暴政	tyranny	tyranny	undergraduate	uphold
暴君	tyrant	tyrant	underlie	upload
潰瘍	ulcer	ulcer	underlying	upright
最終的	ultimate	ultimate	undermine	uprising
最後	ultimately	ultimately	underneath	up-to-date
紫外線輻射	ultraviolet	ultraviolet	understandable	uranium
仲裁人	umpire	umpire	underway	urgency
不能接受的	unacceptable	unacceptable	underwrite	urine
一致同意的	unanimous	unanimous	undo	usher
未被擊敗的	unbeaten	unbeaten	undoubted	utensil
不確定的	uncertain	uncertain	undoubtedly	utility
不確定	uncertainty	uncertainty	uneasy	utilize
依然如故的	unchanged	unchanged	unemployed	utmost
不清楚的	unclear	unclear	unemployment	utter
不舒適的	uncomfortable	uncomfortable	unfair	utterly
無條件的	unconditional	unconditional	unfit	vacancy
揭露	uncover	uncover	unfold	vaccine
低估	underestimate	underestimate	unidentified	vacuum
經驗，經歷	undergo	undergo	unification	valiant
大學生(的)	undergraduate	undergraduate	unify	validity
成為…的基礎	underlie	underlie	unleash	valve
基礎的	underlying	underlying	unload	vanilla
掘地道	undermine	undermine	unlock	vanity
在下面[底下]	underneath	underneath	unnecessary	variable
可理解的	understandable	understandable	unofficial	variation
正在進行[工作]中的	underway	underway	unpack	varied
簽名承認[擔保]	underwrite	underwrite	unpleasant	vegetation
使恢復原狀	undo	undo	unpopular	veil
沒有疑問的	undoubted	undoubted	unprecedented	vein
沒有疑問地	undoubtedly	undoubtedly	unpredictable	velvet
不安的，不容易的	uneasy	uneasy	unrest	vend
失業的	unemployed	unemployed	unsuccessful	vent
失業	unemployment	unemployment	unusually	ventilate
不公平的	unfair	unfair	unveil	venue
不適當的，不健全的人	unfit	unfit	unwanted	verbal
攤開	unfold	unfold	unwilling	verdict(
不能辨認的	unidentified	unidentified	up	verge
聯合；一致	unification	unification	upbringing	verify
使一致	unify	unify	update	versatile
解開…的皮帶，使自由	unleash	unleash	upgrade	versus
從…卸下貨載	unload	unload	uphold	vertical
開(門、箱等的)鎖	unlock	unlock	upload	veteran
不必要的	unnecessary	unnecessary	upright	veterinarian
非正式的	unofficial	unofficial	uprising	veto
打開(包裹等)	unpack	unpack	up-to-date	via
令人不愉快的	unpleasant	unpleasant	uranium	viable
不受歡迎的	unpopular	unpopular	urgency	vibrate
空前的	unprecedented	unprecedented	urine	vibration
無法預言的	unpredictable	unpredictable	usher	vicar
不穩；不安	unrest	unrest	utensil	vice
不成功的	unsuccessful	unsuccessful	utility	vice-president
不常見的	unusually	unusually	utilize	vicinity
揭露	unveil	unveil	utmost	vicious
多餘的	unwanted	unwanted	utter	victimize
不願意的	unwilling	unwilling	utterly	victor
上面，興盛	up	up	vacancy	victorious
撫養	upbringing	upbringing	vaccine	viewer
更新(資料)	update	update	vacuum	viewpoint
使升級	upgrade	upgrade	valiant	villa
抬高，擁護	uphold	uphold	validity	villager
上載(文件)	upload	upload	valve	villain
直立的，正直的	upright	upright	vanilla	vine
升起；起義	uprising	uprising	vanity	vineyard
最新(式)的	up-to-date	up-to-date	variable	vintage(
鈾	uranium	uranium	variation	vinyl
迫切，緊急	urgency	urgency	varied	virtual
尿	urine	urine	vegetation	virtually
門房；引導	usher	usher	veil	visa
器具	utensil	utensil	vein	visualize(
實用，公用事業	utility	utility	velvet	vitality
利用	utilize	utilize	vend	vocal(
極端的	utmost	utmost	vent	vocals
完全的，發出(聲音等)；講	utter	utter	ventilate	vocation
完全地	utterly	utterly	venue	vocational
空；心不在焉，空位	vacancy	vacancy	verbal	vogue
預防疫苗的	vaccine	vaccine	verdict(	void
吸塵器；真空的	vacuum	vacuum	verge	volatile
英勇的，強健的	valiant	valiant	verify	volt
確實性，有效	validity	validity	versatile	voltage
閥，活門	valve	valve	versus	vomit
香草	vanilla	vanilla	vertical	voucher
空虛；無用；虛榮	vanity	vanity	veteran	vow
易變的	variable	variable	veterinarian	vulgar
變化	variation	variation	veto	vulnerable
各種各樣的	varied	varied	via	wade
植物	vegetation	vegetation	viable	wag
面紗	veil	veil	vibrate	wail
靜脈；〔口語〕血管velocity快速	vein	vein	vibration	wallpaper
天鵝絨	velvet	velvet	vicar	walnut
叫賣(小商品)	vend	vend	vice	wardrobe
孔，裂口；通風孔；吐露	vent	vent	vice-president	ware
給…裝置通風設備	ventilate	ventilate	vicinity	warehouse
集合地點	venue	venue	vicious	warrant
口頭的	verbal	verbal	victimize	warranty
陪審團的)評決	verdict(	verdict(	victor	warring
邊緣	verge	verge	victorious	warrior
證實；證明	verify	verify	viewer	wartime
多才多藝的	versatile	versatile	viewpoint	wary
與…相對[相比]	versus	versus	villa	watertight
垂直的	vertical	vertical	villager	watt
老手	veteran	veteran	villain	way-out
獸醫	veterinarian	veterinarian	vine	weakness
否決；禁止	veto	veto	vineyard	weary
經由	via	via	vintage(	website
有生活力的；可行的	viable	viable	vinyl	wed
振動	vibrate	vibrate	virtual	wedge
振動	vibration	vibration	virtually	wee
教區牧師	vicar	vicar	visa	weird
罪惡	vice	vice	visualize(	weld
副總統；副會長	vice-president	vice-president	vitality	well-being
鄰近	vicinity	vicinity	vocal(	wharf
惡劣的；不道德的	vicious	vicious	vocals	whatsoever
使犧牲[受損害]	victimize	victimize	vocation	wheelchair
勝利者	victor	victor	vocational	whereabouts
勝利的	victorious	victorious	vogue	whereas
觀看者	viewer	viewer	void	whereby
觀點	viewpoint	viewpoint	volatile	whilst
別墅	villa	villa	volt	whine
村民	villager	villager	voltage	whirl
壞蛋；村夫	villain	villain	vomit	whisk
藤	vine	vine	voucher	whiskey
葡萄園	vineyard	vineyard	vow	wholesale
當年)葡萄酒產量	vintage(	vintage(	vulgar	wholesome
乙烯基	vinyl	vinyl	vulnerable	wholly
實際上的	virtual	virtual	wade	widow
實際上地	virtually	virtually	wag	wig
簽證	visa	visa	wail	windshield
使)具體化	visualize(	visualize(	wallpaper	winger
生命力，活力	vitality	vitality	walnut	winning
關於)聲音的	vocal(	vocal(	wardrobe	withdrawal
母音	vocals	vocals	ware	wither
天職，職業	vocation	vocation	warehouse	withhold
職業(上)的	vocational	vocational	warrant	witty
時髦；流行	vogue	vogue	warranty	woe
空虛的，職位)空缺著的	void	void	warring	woo
輕快的，揮發(性)的	volatile	volatile	warrior	woodland
伏(特)	volt	volt	wartime	woodpecker
電壓，伏特數	voltage	voltage	wary	workforce
嘔吐	vomit	vomit	watertight	workman
保證人；證書	voucher	voucher	watt	workplace
誓言，起誓	vow	vow	way-out	worrying
