Id,word_chinese,word_english,test_option_1,test_option_2,test_option_3
2258,取回,regain,regain,relic,resonant
2259,雷鬼(音樂),reggae,reggae,relieved,resort
2260,政權,regime,regime,relish,respectable
2261,把…編成團;大群,regiment,regiment,remainder,respected
2262,校準器,regulator,regulator,remaining,respectful
2263,使復權,rehabilitate,rehabilitate,remains,respective
2264,統治;支配權,reign,reign,reminiscent,respectively
2265,駕馭,rein,rein,remnant,restrain
2266,增強,reinforce,reinforce,removal,restrained
2267,拒斥,rejection,rejection,renaissance,restraint
2268,歡喜,rejoice,rejoice,render,restricted
2269,相關(性),relativity,relativity,renewal,restructure
2270,放鬆的;隨意的,relaxed,relaxed,rental,resultant
2271,傳達；轉播,relay,relay,reopen,resume
2272,命令撤離,relegate,relegate,reorganize,retail
2273,毫不留情的,relentless,relentless,repatriate,retailer
2274,有關的,relevant,relevant,repay,retaliate(
2275,可靠性,reliability,reliability,repayment,retention
2276,信賴;依靠,reliance,reliance,repeated,retired
2277,遺跡,relic,relic,repel,retirement
2278,放心的,relieved,relieved,repertoire,retort
2279,津津有味地吃，品味,relish,relish,replacement,retrieval
2280,剩餘物,remainder,remainder,replay,retrieve
2281,剩餘的,remaining,remaining,reportedly,retrospect
2282,剩餘物,remains,remains,repress,retrospection
2283,懷舊的,reminiscent,reminiscent,repression,retrospective
2284,剩餘;餘燼,remnant,remnant,reproach,reunion
2285,除去,removal,removal,reproduce,reveal
2286,復興,renaissance,renaissance,reproduction,revelation
2287,報答;歸還;交付,render,render,reptile,revenue
2288,更新,renewal,renewal,resemblance,reverse
2289,租費,rental,rental,resent,revival
2290,重開,reopen,reopen,resentment,revive
2291,改編,reorganize,reorganize,reserved,revolt
2292,遣送回國,repatriate,repatriate,reservoir,revolve
2293,償還;報答,repay,repay,reside,rhetoric
2294,償還;報答,repayment,repayment,residential,rhetorical
2295,反覆的,repeated,repeated,resigned,rhinoceros
2296,反駁,repel,repel,resolute,rhythmic
2297,演奏節目,repertoire,repertoire,resonance,rib
2298,替換物,replacement,replacement,resonant,ridge
2299,再播放,replay,replay,resort,ridicule
2300,據報導,reportedly,reportedly,respectable,rig
2301,鎮壓(叛亂等),repress,repress,respected,right-hand
2302,鎮壓(叛亂等),repression,repression,respectful,right-wing
2303,譴責,reproach,reproach,respective,rigid
2304,再生產,reproduce,reproduce,respectively,rigor
2305,再生產,reproduction,reproduction,restrain,rigorous.
2306,匍匐的,reptile,reptile,restrained,rim
2307,相似性,resemblance,resemblance,restraint,riot
2308,憎恨,resent,resent,restricted,riotous
2309,憤慨,resentment,resentment,restructure,rip
2310,保留的，冷淡的,reserved,reserved,resultant,ripple
2311,水庫,reservoir,reservoir,resume,risky
2312,居住,reside,reside,retail,rite
2313,住宅的,residential,residential,retailer,ritual
2314,已辭職的，認命的,resigned,resigned,retaliate(,rivalry
2315,堅決的,resolute,resolute,retention,roach
2316,反響；共鳴,resonance,resonance,retired,roam
2317,能共鳴的,resonant,resonant,retirement,robin
2318,勝地，訴諸於,resort,resort,retort,robust
2319,可尊敬的,respectable,respectable,retrieval,rocky
2320,受尊敬的,respected,respected,retrieve,roller
2321,謙恭的，有禮貌的,respectful,respectful,retrospect,rotary
2322,各自的,respective,respective,retrospection,rotate
2323,各自地,respectively,respectively,retrospective,rotation
2324,壓抑，抑制,restrain,restrain,reunion,rouge
2325,受約束的；克制的,restrained,restrained,reveal,roughly
2326,抑制(n.),restraint,restraint,revelation,rouse
2327,受限制的,restricted,restricted,revenue,row(
2328,重新組織,restructure,restructure,reverse,royalty
2329,作為最後結果的；合成的,resultant,resultant,revival,ruby
2330,取回,resume,resume,revive,rugby
2331,零售(的),retail,retail,revolt,rugged
2332,零售商,retailer,retailer,revolve,ruling
2333,向某人)報復,retaliate(,retaliate(,rhetoric,rumble
2334,保留，保持,retention,retention,rhetorical,runner-up
2335,退休的,retired,retired,rhinoceros,run-up
2336,退休,retirement,retirement,rhythmic,rupture
2337,回嘴,retort,retort,rib,rustle
2338,取回(n.),retrieval,retrieval,ridge,ruthless
2339,取回(v.),retrieve,retrieve,ridicule,sacred
2340,回顧 ,retrospect,retrospect,rig,saddle
2341,回顧(n.),retrospection,retrospection,right-hand,safari (
2342,回顧的，懷舊的,retrospective,retrospective,right-wing,safeguard
2343,再結合，重聚,reunion,reunion,rigid,saint
2344,顯露(v.),reveal,reveal,rigor,salmon
2345,顯露(n.),revelation,revelation,rigorous.,salon
2346,歲入,revenue,revenue,rim,saloon(
2347,使反轉,reverse,reverse,riot,salutation
2348,再生，復活；復興(n.),revival,revival,riotous,salute
2349,再生，復活(v.),revive,revive,rip,salvage
2350,造反,revolt,revolt,ripple,salvation
2351,繞轉；運行,revolve,revolve,risky,sanctuary
2352,華麗的文詞；花言巧語,rhetoric,rhetoric,rite,sandal
2353,誇張的(文風),rhetorical,rhetorical,ritual,sandy
2354,犀牛,rhinoceros,rhinoceros,rivalry,sane
2355,有抑揚頓挫[節奏、韻律]的,rhythmic,rhythmic,roach,sanitation
2356,肋骨,rib,rib,roam,satisfied
2357,山脊,ridge,ridge,robin,satisfying
2358,嘲笑，愚弄，揶揄,ridicule,ridicule,robust,saturate
2359,搗蛋，用不正當手段操縱,rig,rig,rocky,Saudi
2360,右手的,right-hand,right-hand,roller,savage
2361,右翼的,right-wing,right-wing,rotary,scandal
2362,堅硬的，嚴格的，,rigid,rigid,rotate,scar
2363,嚴肅；苛刻,rigor,rigor,rotation,scarecrow
2364,嚴格的；凜烈的,rigorous.,rigorous.,rouge,scattered
2365,邊，緣,rim,rim,roughly,scenario
2366,暴動,riot,riot,rouse,scenic
2367,暴動的,riotous,riotous,row(,scent
2368,裂開，扯裂,rip,rip,royalty,scope
2369,漣漪,ripple,ripple,ruby,scorn
2370,冒險的，孤注一擲的,risky,risky,rugby,scramble
2371,儀式，典禮,rite,rite,rugged,scrap
2372,儀式的，禮儀的,ritual,ritual,ruling,scrape
2373,競爭，對抗,rivalry,rivalry,rumble,screwdriver
2374,蟑螂 ,roach,roach,runner-up,script
2375,漫遊，遊蕩,roam,roam,run-up,scroll
2376,知更鳥,robin,robin,rupture,scrutiny
2377,粗壯的,robust,robust,rustle,sculptor
2378,岩石多的,rocky,rocky,ruthless,sculpture
2379,滾筒,roller,roller,sacred,seam
2380,旋轉的,rotary,rotary,saddle,seasonable
2381,旋轉,rotate,rotate,safari (,seasonal
2382,旋轉(n.),rotation,rotation,safeguard,seasoned
2383,胭脂，唇膏,rouge,rouge,saint,seasoning
2384,粗略地,roughly,roughly,salmon,secondly
2385,叫(人)起來；激勵激發(感情),rouse,rouse,salon,secrecy
2386,一)排,row(,row(,saloon(,secretary-general
2387,皇族,royalty,royalty,salutation,seduce
2388,紅寶石,ruby,ruby,salute,seduction
2389,橄欖球,rugby,rugby,salvage,seductive
2390,崎嶇的,rugged,rugged,salvation,seeming
2391,統治的,ruling,ruling,sanctuary,seemingly
2392,隆隆聲,rumble,rumble,sandal,segregate
2393,第二名,runner-up,runner-up,sandy,segregated
2394,助跑; 籌備期間,run-up,run-up,sane,segregation
2395,破裂；決裂,rupture,rupture,sanitation,selective
2396,沙沙地[颯颯地]響,rustle,rustle,satisfied,self-esteem
2397,無情的，殘忍的,ruthless,ruthless,satisfying,semiconductor
2398,神聖的,sacred,sacred,saturate,semi-final
2399,馬鞍,saddle,saddle,Saudi,seminar
2400,徒步)旅行(隊)，(科學考察，遊獵)遠征(隊),safari (,safari (,savage,senate
2401,衛兵；警衛,safeguard,safeguard,scandal,senator
2402,聖者,saint,saint,scar,sensation
2403,鮭,salmon,salmon,scarecrow,sensational
2404,沙龍,salon,salon,scattered,sensitivity
2405,旅館、輪船等的)大廳，客廳,saloon(,saloon(,scenario,sentiment
2406,問候，致意,salutation,salutation,scenic,sentimental
2407,向…敬禮,salute,salute,scent,separated
2408,海員海難救助,salvage,salvage,scope,separately
2409,救助,salvation,salvation,scorn,separatism
2410,聖堂,sanctuary,sanctuary,scramble,separatist
2411,涼鞋,sandal,sandal,scrap,sequence
2412,沙質的,sandy,sandy,scrape,serene
2413,頭腦清楚的；精神健全的,sane,sane,screwdriver,serenity
2414,公共衛生,sanitation,sanitation,script,sergeant
2415,滿意的,satisfied,satisfied,scroll,serial
2416,令人滿意的,satisfying,satisfying,scrutiny,seriously
2417,使滲透,saturate,saturate,sculptor,sermon
2418,沙烏地,Saudi,Saudi,sculpture,server
2419,野蠻的；未開化的,savage,savage,seam,serviceman
2420,醜聞,scandal,scandal,seasonable,serving
2421,傷痕；疤,scar,scar,seasonal,setback
2422,"稻草人, 骨瘦如柴的人",scarecrow,scarecrow,seasoned,setting
2423,分散的，散亂的,scattered,scattered,seasoning,settle
2424,電影劇本,scenario,scenario,secondly,sewer
2425,風景的,scenic,scenic,secrecy,sexuality
2426,氣味，香氣,scent,scent,secretary-general,shabby
2427,範圍；視野,scope,scope,seduce,shaft
2428,藐視,scorn,scorn,seduction,shaped
2429,互相爭奪；竭力搜求 (for),scramble,scramble,seductive,shareholder
2430,碎片，碎屑,scrap,scrap,seeming,shatter
2431,刮，擦過 ,scrape,scrape,seemingly,shear
2432,螺絲起子,screwdriver,screwdriver,segregate,shed
2433,稿本,script,script,segregated,sheer
2434,書卷；畫卷,scroll,scroll,segregation,sheriff
2435,細看；細讀,scrutiny,scrutiny,selective,sherry
2436,雕刻[塑]家[師],sculptor,sculptor,self-esteem,shield
2437,雕刻(術),sculpture,sculpture,semiconductor,shilling
2438,縫；接合線,seam,seam,semi-final,shining
2439,當令的；合時的,seasonable,seasonable,seminar,shipment
2440,季節(性)的,seasonal,seasonal,senate,shipping
2441,加味的;增加趣味的,seasoned,seasoned,senator,shiver
2442,調味品,seasoning,seasoning,sensation,shocking
2443,第二；其次,secondly,secondly,sensational,shooting
2444,守秘密,secrecy,secrecy,sensitivity,shoplift
2445,秘書長,secretary-general,secretary-general,sentiment,short-term
2446,勾引；迷惑,seduce,seduce,sentimental,shove
2447,勾引；迷惑(n.),seduction,seduction,separated,shred
2448,引誘的；誘惑的,seductive,seductive,separately,shrewd
2449,表面的；外表上的,seeming,seeming,separatism,shriek
2450,表面地；外表上地segment段落；部分；節,seemingly,seemingly,separatist,shrine
2451,分離；隔開,segregate,segregate,sequence,shrub
2452,被分離的,segregated,segregated,serene,shudder
2453,分離；隔開(n.),segregation,segregation,serenity,shuffle
2454,選擇性的,selective,selective,sergeant,shun
2455,自尊,self-esteem,self-esteem,serial,shutter
2456,半導體,semiconductor,semiconductor,seriously,side-effect
2457,準決賽,semi-final,semi-final,sermon,sideways
2458,研討會,seminar,seminar,server,siege
2459,參議院,senate,senate,serviceman,signify
2460,參議員,senator,senator,serving,silicon
2461,感覺；知覺,sensation,sensation,setback,silkworm
2462,感覺的；感情的,sensational,sensational,setting,simmer
2463,靈敏性,sensitivity,sensitivity,settle,simplicity
2464,感情；情操,sentiment,sentiment,sewer,simulate
2465,感情用事的；多愁善感的,sentimental,sentimental,sexuality,simulation
2466,分開的,separated,separated,shabby,simultaneous
2467,各自地,separately,separately,shaft,sincerity
2468,分裂；脫離,separatism,separatism,shaped,sinister
2469,分離主義者,separatist,separatist,shareholder,sit-down
2470,連續；結果,sequence,sequence,shatter,sit-in
2471,清澈的；寧靜的,serene,serene,shear,situated
2472,晴朗；平靜,serenity,serenity,shed,skeleton
2473,警官，巡官,sergeant,sergeant,sheer,skeptical
2474,系列(的),serial,serial,sheriff,skilled
2475,嚴肅；認真；嚴重,seriously,seriously,sherry,skipper(
2476,佈道；講道,sermon,sermon,shield,skirt
2477,服務者；發球人,server,server,shilling,skull
2478,維修人員,serviceman,serviceman,shining,slack
2479,伺候；(食物的)一份,serving,serving,shipment,slam
2480,挫折,setback,setback,shipping,slap
2481,裝配；佈景,setting,setting,shiver,slash
2482,處理好，安頓,settle,settle,shocking,slate
2483,縫工；成衣師。,sewer,sewer,shooting,slaughter
2484,性別,sexuality,sexuality,shoplift,slay
2485,襤褸的；破舊的,shabby,shabby,short-term,sled
2486,莖；柄,shaft,shaft,shove,sleigh(
2487,成型的,shaped,shaped,shred,slick
2488,股份持有者,shareholder,shareholder,shrewd,slit
2489,使粉碎,shatter,shatter,shriek,sloppy
2490,剪斷；搶奪；騙取,shear,shear,shrine,slot
2491,落下；傾注,shed,shed,shrub,slum
2492,純粹的,sheer,sheer,shudder,slump
2493,行政司法長官,sheriff,sheriff,shuffle,sly
2494,雪利酒,sherry,sherry,shun,smack
2495,屏；遮罩；庇護者,shield,shield,shutter,smallpox
2496,先令,shilling,shilling,side-effect,smash
2497,發光的,shining,shining,sideways,smother
2498,裝運,shipment,shipment,siege,smuggle
2499,裝貨；船運,shipping,shipping,signify,snare
2500,發抖,shiver,shiver,silicon,snarl
2501,使人震驚的,shocking,shocking,silkworm,snatch
2502,射擊,shooting,shooting,simmer,sneer
2503,逛商店時行竊,shoplift,shoplift,simplicity,sniff
2504,短期的,short-term,short-term,simulate,snore
2505,使勁猛推,shove,shove,simulation,snorkel
2506,碎片；破布條,shred,shred,simultaneous,snort(
2507,敏捷的，機靈的,shrewd,shrewd,sincerity,soak
2508,尖聲叫喊,shriek,shriek,sinister,soar
2509,神龕,shrine,shrine,sit-down,sober
2510,灌木叢,shrub,shrub,sit-in,so-called
2511,發抖,shudder,shudder,situated,socialism
2512,拖曳,shuffle,shuffle,skeleton,socialist
2513,避開，躲開,shun,shun,skeptical,socialize
2514,百葉窗,shutter,shutter,skilled,sociology
2515,副作用,side-effect,side-effect,skipper(,sodium
2516,從旁邊,sideways,sideways,skirt,soften
2517,圍攻,siege,siege,skull,sole
2518,表示；意味,signify,signify,slack,solely
2519,矽,silicon,silicon,slam,solemn
2520,蠶 ,silkworm,silkworm,slap,solicitor
2521,慢慢燒滾；(危機等)處於醞釀中。,simmer,simmer,slash,solidarity
2522,單純,simplicity,simplicity,slate,solitary
2523,模擬,simulate,simulate,slaughter,solo
2524,模擬,simulation,simulation,slay,soluble
2525,同時發生的,simultaneous,simultaneous,sled,someday
2526,真摯，誠意,sincerity,sincerity,sleigh(,soothe
2527,兇險的；陰險的,sinister,sinister,slick,sophisticated
2528,靜坐罷工,sit-down,sit-down,slit,sophomore
2529,靜坐抗議,sit-in,sit-in,sloppy,sorrowful
2530,位於…的,situated,situated,slot,soundtrack
2531,骨骼，骷髏,skeleton,skeleton,slum,sovereign
2532,懷疑的,skeptical,skeptical,slump,sovereignty
2533,有技巧的,skilled,skilled,sly,spacious
2534,滾球，冰上溜石等遊戲)的隊長,skipper(,skipper(,smack,span
2535,裙,skirt,skirt,smallpox,spatial
2536,頭骨,skull,skull,smash,specialist
2537,寬鬆的,slack,slack,smother,specialize(
2538,猛打,slam,slam,smuggle,specially
2539,一 巴掌,slap,slap,snare,specialty
2540,亂砍,slash,slash,snarl,specifically
2541,石板,slate,slate,snatch,specification
2542,屠殺,slaughter,slaughter,sneer,specify
2543,殺害；毀滅,slay,slay,sniff,specimen
2544,雪橇,sled,sled,snore,spectacle
2545,馬拉的)雪橇,sleigh(,sleigh(,snorkel,spectacular
2546,機靈的；圓滑的,slick,slick,snort(,spectrum
2547,裂縫,slit,slit,soak,speculate
2548,懶散的；邋遢的,sloppy,sloppy,soar,speculation
2549,自動售貨機投錢口,slot,slot,sober,sperm
2550,貧民窟,slum,slum,so-called,sphere
2551,沼地；(精神等的)消沈,slump,slump,socialism,spike
2552,狡猾的,sly,sly,socialist,spine
2553,用掌拍打(聲)；鞭聲,smack,smack,socialize,spiral
2554,天花,smallpox,smallpox,sociology,spire
2555,搗爛,smash,smash,sodium,splendor
2556,悶死，扼殺,smother,smother,soften,sponge
2557,走私,smuggle,smuggle,sole,sponsorship
2558,圈套，誘惑,snare,snare,solely,spontaneous
2559,咆哮,snarl,snarl,solemn,sporting
2560,抓住；攫取,snatch,snatch,solicitor,spotlight
2561,鄙視；冷語,sneer,sneer,solidarity,spouse
2562,嗅，蔑視,sniff,sniff,solitary,sprain
2563,鼾聲，打鼾,snore,snore,solo,sprawl
2564,水下呼吸管,snorkel,snorkel,soluble,spring
2565,表示不同意、輕蔑、驚愕、焦躁等時)哼鼻子,snort(,snort(,someday,sprint
2566,浸，泡,soak,soak,soothe,spur
2567,高飛，(物價)飛漲,soar,soar,sophisticated,squad
2568,清醒的,sober,sober,sophomore,squash
2569,所謂的,so-called,so-called,sorrowful,squat
2570,社會主義,socialism,socialism,soundtrack,stability
2571,社會主義者,socialist,socialist,sovereign,stabilize
2572,使社會化,socialize,socialize,sovereignty,stack
2573,社會學,sociology,sociology,spacious,stagger
2574,鈉,sodium,sodium,span,staggering
2575,使軟化,soften,soften,spatial,stain
2576,腳底，單一的,sole,sole,specialist,stainless
2577,單獨；單只,solely,solely,specialize(,stale
2578,嚴肅的，莊嚴的,solemn,solemn,specially,stalk
2579,掮客，推銷員,solicitor,solicitor,specialty,stall
2580,團結一致,solidarity,solidarity,specifically,stammer
2581,孤獨的；寂寞的solitude孤獨，獨居,solitary,solitary,specification,stance
2582,單獨表演,solo,solo,specify,standpoint
2583,能解釋的，能解決的,soluble,soluble,specimen,stand-up
2584,改日,someday,someday,spectacle,stanza(
2585,撫慰,soothe,soothe,spectacular,staple
2586,世故深的，(技術、產品等)尖端的，精致的,sophisticated,sophisticated,spectrum,stapler
2587,大學[中學]二年級學生,sophomore,sophomore,speculate,starch
2588,悲傷的,sorrowful,sorrowful,speculation,stark
2589,音軌，聲帶,soundtrack,soundtrack,sperm,starter
2590,君主，元首,sovereign,sovereign,sphere,startle(
2591,主權,sovereignty,sovereignty,spike,startling
2592,寬敞的,spacious,spacious,spine,statesman
2593,全長，從一頭到一頭,span,span,spiral,static
2594,空間的,spatial,spatial,spire,stationary
2595,專家,specialist,specialist,splendor,statistic
2596,使)專門化,specialize(,specialize(,sponge,statistical
2597,特別地,specially,specially,sponsorship,statistician
2598,專長,specialty,specialty,spontaneous,statistics
2599,明確地；尤其,specifically,specifically,sporting,stature
2600,規格,specification,specification,spotlight,statutory
2601,詳細說明,specify,specify,spouse,steamer
2602,標本,specimen,specimen,sprain,steep
2603,景象，壯觀，〔pl.〕眼鏡,spectacle,spectacle,sprawl,stepchild
2604,壯觀的；驚人的,spectacular,spectacular,spring,stereotype
2605,光譜,spectrum,spectrum,sprint,sterling
2606,沈思,speculate,speculate,spur,stern
2607,沈思(n.),speculation,speculation,squad,stew
2608,精子；精液,sperm,sperm,squash,steward(
2609,球體，行星,sphere,sphere,squat,stick
2610,長釘,spike,spike,stability,still
2611,脊柱,spine,spine,stabilize,stimulating
2612,螺旋形的,spiral,spiral,stack,stimulation
2613,尖塔,spire,spire,stagger,stimulus
2614,"燦爛, 光輝",splendor,splendor,staggering,stink
2615,海綿,sponge,sponge,stain,stoop.
2616,贊助,sponsorship,sponsorship,stainless,storage
2617,自發的，本能的，自動的,spontaneous,spontaneous,stale,stout
2618,運動的,sporting,sporting,stalk,straighten
2619,聚光燈,spotlight,spotlight,stall,straightforward
2620,配偶,spouse,spouse,stammer,strain
2621,扭傷,sprain,sprain,stance,strained
2622,懶散(或拙笨地)伸開(手足)。,sprawl,sprawl,standpoint,strait
2623,春季，水源，跳躍,spring,spring,stand-up,strangle
2624,全速奔跑,sprint,sprint,stanza(,strap
2625,馬刺，鼓舞，刺激,spur,spur,staple,strategic
2626,小組，小隊,squad,squad,stapler,stray
2627,壓扁；壓碎,squash,squash,starch,streak
2628,蹲；坐,squat,squat,stark,stride
2629,穩定,stability,stability,starter,striker
2630,使穩定,stabilize,stabilize,startle(,striking
2631,堆,stack,stack,startling,stripe
2632,搖搖晃晃，猶豫,stagger,stagger,statesman,stroll
2633,搖晃的；令人吃驚的,staggering,staggering,static,structural
2634,弄髒，污點,stain,stain,stationary,stuck
2635,不會髒的，無瑕疵的,stainless,stainless,statistic,stumble
2636,腐敗了的,stale,stale,statistical,stump
2637,莖，柄,stalk,stalk,statistician,stun
2638,售貨攤；棚店,stall,stall,statistics,stunning
2639,口吃,stammer,stammer,stature,stunt
2640,站立姿勢,stance,stance,statutory,sturdy
2641,立腳點；見地,standpoint,standpoint,steamer,stutter
2642,站立的,stand-up,stand-up,steep,stylish
2643,詩的)節,stanza(,stanza(,stepchild,stylistic
2644,主要產物,staple,staple,stereotype,sub 
2645,批發商,stapler,stapler,sterling,subjective
2646,使僵硬,starch,starch,stern,submerge
2647,僵硬的,stark,stark,stew,submersion
2648,開始者；起動裝置,starter,starter,steward(,submit
2649,使)震驚,startle(,startle(,stick,subordinate
2650,嚇人的,startling,startling,still,subscribe
2651,政治家,statesman,statesman,stimulating,subscription
2652,靜止的，不活潑的,static,static,stimulation,subsequent
2653,不動的，靜止的,stationary,stationary,stimulus,subsidiary
2654,統計學(上)的,statistic,statistic,stink,subsidize
2655,計學(上)的,statistical,statistical,stoop.,subsidy
2656,統計學家,statistician,statistician,storage,substantial
2657,統計學,statistics,statistics,stout,substantially
2658,身材；才幹,stature,stature,straighten,substitution
2659,法令的,statutory,statutory,straightforward,subtle
2660,汽船，輪船,steamer,steamer,strain,subtlety
2661,峻峭的,steep,steep,strained,suburban
2662,夫[妻]和前妻[前夫]所生的子女,stepchild,stepchild,strait,succession
2663,舊習，成規,stereotype,stereotype,strangle,successive
2664,英國貨幣,sterling,sterling,strap,successor
2665,嚴厲的,stern,stern,strategic,sue
2666,用文火慢慢煨燉,stew,stew,stray,suffocate
2667,輪船、飛機、旅館等的)服務員,steward(,steward(,streak,suite
2668,棍；使固著,stick,stick,stride,sulfur
2669,靜止的,still,still,striker,summon
2670,刺激人的,stimulating,stimulating,striking,sunshine
2671,刺激(作用)，激勵,stimulation,stimulation,stripe,superficial
2672,刺激物,stimulus,stimulus,stroll,superintendent
2673,惡臭,stink,stink,structural,superiority
2674,彎身；彎腰,stoop.,stoop.,stuck,superpower
2675,貯藏(量),storage,storage,stumble,supersonic
2676,結實的,stout,stout,stump,superstition
2677,弄直；矯正,straighten,straighten,stun,superstitious
2678,直接的；坦率的,straightforward,straightforward,stunning,supervise
2679,用力拉，拉緊,strain,strain,stunt,supervision
2680,緊張的；勉強的,strained,strained,sturdy,supplement
2681,窄小的；海峽,strait,strait,stutter,supplementary
2682,勒死,strangle,strangle,stylish,supplier
2683,帶，皮[布、鐵]帶,strap,strap,stylistic,supportive
2684,戰略(上)的,strategic,strategic,sub ,suppress
2685,誤入歧途,stray,stray,subjective,surge
2686,條紋,streak,streak,submerge,surgical
2687,大踏步走,stride,stride,submersion,surpass
2688,打擊者,striker,striker,submit,surplus
2689,觸目的，驚人的,striking,striking,subordinate,surveillance
2690,條紋,stripe,stripe,subscribe,susceptible
2691,漫步,stroll,stroll,subscription,suspense
2692,結構上的,structural,structural,subsequent,sustain
2693,被困住的,stuck,stuck,subsidiary,swallow
2694,絆倒；說不出話來,stumble,stumble,subsidize,swamp
2695,樹樁,stump,stump,subsidy,swap
2696,使目瞪口呆,stun,stun,substantial,swarm(
2697,極好的,stunning,stunning,substantially,sway
2698,阻礙…的發育，特技,stunt,stunt,substitution,swollen
2699,健壯的；不屈的,sturdy,sturdy,subtle,syllabus
2700,結結巴巴地說出,stutter,stutter,subtlety,symbolic
2701,時髦的,stylish,stylish,suburban,symbolism
2702,風格上的,stylistic,stylistic,succession,symmetrical
2703,潛水艇，潛水艇,sub ,sub ,successive,symmetry
2704,主觀的,subjective,subjective,successor,symposium
2705,使沈入水中,submerge,submerge,sue,tablespoon
2706,沈沒,submersion,submersion,suffocate,tableware
2707,提交,submit,submit,suite,tabloid
2708,次級的；從屬的,subordinate,subordinate,sulfur,taboo
2709,訂閱,subscribe,subscribe,summon,tackle
2710,訂閱(n.),subscription,subscription,sunshine,taco (
2711,其後的,subsequent,subsequent,superficial,tact
2712,輔助的，次要的,subsidiary,subsidiary,superintendent,tactic
2713,給…補助金,subsidize,subsidize,superiority,tactical
2714,補助金,subsidy,subsidy,superpower,tactics
2715,實質的,substantial,substantial,supersonic,tailor-made
2716,實質上；大體上,substantially,substantially,superstition,takeaway
2717,代替,substitution,substitution,superstitious,takeover
2718,精細的；巧妙的,subtle,subtle,supervise,tally
2719,精妙;巧妙,subtlety,subtlety,supervision,tan
2720,郊區的,suburban,suburban,supplement,tangle(
2721,繼承,succession,succession,supplementary,tango 
2722,相繼的,successive,successive,supplier,tanker
2723,繼承人,successor,successor,supportive,tar
2724,控訴,sue,sue,suppress,tardy
2725,使窒息,suffocate,suffocate,surge,tariff
2726,套房,suite,suite,surgical,tart(
2727,硫,sulfur,sulfur,surpass,tasteful
2728,召喚,summon,summon,surplus,tasteless
2729,陽光,sunshine,sunshine,surveillance,taunt
2730,膚淺的,superficial,superficial,susceptible,tavern
2731,管理人,superintendent,superintendent,suspense,taxation
2732,優越(性),superiority,superiority,sustain,tax-free
2733,超級大國,superpower,superpower,swallow,taxpayer
2734,超音速的,supersonic,supersonic,swamp,team-mate
2735,迷信,superstition,superstition,swap,teamwork
2736,迷信的,superstitious,superstitious,swarm(,teaspoon
2737,監督,supervise,supervise,sway,tedious
2738,監督(n.),supervision,supervision,swollen,teens
2739,補足，附錄,supplement,supplement,syllabus,teller(
2740,追加的,supplementary,supplementary,symbolic,temperament
2741,供應者,supplier,supplier,symbolism,tempest
2742,支援的,supportive,supportive,symmetrical,tempo
2743,壓制,suppress,suppress,symmetry,tempt
2744,大浪,surge,surge,symposium,temptation
2745,外科的,surgical,surgical,tablespoon,tempted
2746,超過；優於，勝過。,surpass,surpass,tableware,tentative
2747,剩餘,surplus,surplus,tabloid,terminate
2748,監視,surveillance,surveillance,taboo,termination
2749,易受影響的；易感染的,susceptible,susceptible,tackle,terminology
2750,懸掛，懸而未決,suspense,suspense,taco (,termite
2751,維持,sustain,sustain,tact,terrace
2752,吞，咽,swallow,swallow,tactic,terrain
2753,沼澤,swamp,swamp,tactical,terrestrial
2754,交換,swap,swap,tactics,terrified
2755,昆蟲的)群,swarm(,swarm(,tailor-made,terrifying
2756,搖擺,sway,sway,takeaway,territorial
2757,腫起的；膨脹的,swollen,swollen,takeover,terrorism
2758,課程提綱,syllabus,syllabus,tally,terrorist
2759,符號的；象徵的,symbolic,symbolic,tan,tertiary
2760,象徵性,symbolism,symbolism,tangle(,testament
2761,對稱的,symmetrical,symmetrical,tango ,testify
2762,對稱,symmetry,symmetry,tanker,testimony
2763,座談會，學術報告會,symposium,symposium,tar,textile
2764,湯匙,tablespoon,tablespoon,tardy,textual
2765,食具,tableware,tableware,tariff,texture(
2766,藥片；小報,tabloid,tabloid,tart(,theatrical
2767,禁忌,taboo,taboo,tasteful,theoretical
2768,應付，處理,tackle,tackle,tasteless,therapist
2769,墨西哥)炸玉米卷,taco (,taco (,taunt,thereafter
2770,機敏；圓滑,tact,tact,tavern,thereby
2771,依次排列的,tactic,tactic,taxation,thermal
2772,戰術(上)的,tactical,tactical,tax-free,thermometer
2773,戰術,tactics,tactics,taxpayer,thermos
2774,縫製得講究的,tailor-made,tailor-made,team-mate,thesaurus
2775,外帶食物,takeaway,takeaway,teamwork,thesis
2776,接收，接管(政權等),takeover,takeover,teaspoon,thicken
2777,計數的簽籌，貨簽,tally,tally,tedious,thickness
2778,曬成棕褐色,tan,tan,teens,thigh
2779,使)纏結,tangle(,tangle(,teller(,thorn
2780,探戈,tango ,tango ,temperament,thorny
2781,槽；箱；貯水池，坦克,tanker,tanker,tempest,threshold
2782,煤焦油瀝青,tar,tar,tempo,thrift
2783,遲延的，拖拉的,tardy,tardy,tempt,thrifty
2784,價目表,tariff,tariff,temptation,thrill
2785,果)餡餅,tart(,tart(,tempted,thriller
2786,美味的,tasteful,tasteful,tentative,thrive
2787,不好吃的，乏味的tattoo紋身,tasteless,tasteless,terminate,throb
2788,辱?，嘲弄,taunt,taunt,termination,throne
2789,小旅館，酒館,tavern,tavern,terminology,throng
